City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,shillong,25.5689,91.8831,20.07,90,100,1.16,IN,1722820708
365,djambala,-2.5447,14.7533,21.28,60,6,1.81,CG,1722820941
366,vernon,50.2581,-119.2691,35.97,25,0,1.34,CA,1722820942
367,cururupu,-1.8283,-44.8683,23.37,88,30,1.19,BR,1722820944
368,sernur,56.9333,49.1536,14.86,88,82,2.89,RU,1722820945
369,antsiranana,-12.2787,49.2917,20.94,76,7,6.34,MG,1722820946
370,n'zeto,-7.2312,12.8666,20.74,82,97,2.22,AO,1722820947
371,bathsheba,13.2167,-59.5167,28.34,83,40,10.29,BB,1722820950
372,garanhuns,-8.8903,-36.4928,16.59,98,100,4.29,BR,1722820659
373,tralee,52.2704,-9.7026,17.33,98,100,2.75,IE,1722820952
374,tafo,6.7345,-1.6127,21.54,93,85,2.12,GH,1722820953
375,mossel bay,-34.1831,22.146,5.96,70,2,5.85,ZA,1722820821
376,paramonga,-10.6667,-77.8333,16.59,86,20,4.68,PE,1722820955
377,lata,40.1629,-8.3327,17.26,97,35,0.93,PT,1722820956
378,veraval,20.9,70.3667,27.47,88,100,7.29,IN,1722820957
379,sabha,27.0377,14.4283,30.84,14,0,6.56,LY,1722820959
380,kavieng,-2.5744,150.7967,28.64,73,100,4.55,PG,1722820537
381,san jose de jachal,-30.2406,-68.7469,11.25,17,0,1.71,AR,1722820961
382,katsuren-haebaru,26.3369,127.8719,32.83,68,40,6.17,JP,1722820508
383,midvagur,62.0511,-7.1939,12.46,100,100,11.32,FO,1722820963
384,maqat,47.65,53.3167,26.43,43,0,2.74,KZ,1722820816
385,ancud,-41.8697,-73.8203,7.98,91,100,8.32,CL,1722820965
386,yuanping,38.7153,112.7575,22.2,65,0,0.25,CN,1722820966
387,sterling,39.0062,-77.4286,26.97,80,20,2.57,US,1722820884
388,benguela,-12.5763,13.4055,18.69,88,41,1.29,AO,1722820969
389,turpan,42.9333,89.1667,38.63,18,71,1.78,CN,1722820970
390,canton,23.1167,113.25,32.97,55,100,2.34,CN,1722820714
391,stargard,53.3367,15.0499,16.94,91,100,4.58,PL,1722820972
392,juan griego,11.0817,-63.9655,27.07,94,97,4.12,VE,1722820973
393,arraial do cabo,-22.9661,-42.0278,22.48,90,0,11.11,BR,1722820649
394,ubinskoye,55.3068,79.6802,16.37,91,100,2.8,RU,1722820975
395,uyar,55.81,94.3153,16.06,87,100,1.43,RU,1722820976
396,abhar,36.1468,49.218,19.88,51,0,3.12,IR,1722820978
397,duong dong,10.2167,103.9667,27.0,94,40,4.63,VN,1722820979
398,sola,-13.8833,167.55,23.88,69,70,12.6,VU,1722820980
399,bataipora,-22.2953,-53.2711,24.67,34,0,4.0,BR,1722820981
400,birpara,26.7042,89.1455,24.78,95,100,2.09,IN,1722820983
401,myeik,12.4333,98.6,26.51,83,100,0.79,MM,1722820984
402,kayangel,8.0823,134.7173,28.93,74,17,5.7,PW,1722820985
403,holualoa,19.6228,-155.9522,26.91,81,100,4.12,US,1722820751
404,geraldton,-28.7667,114.6,11.23,87,0,4.12,AU,1722820988
405,kewanee,41.2456,-89.9248,28.21,87,98,3.08,US,1722820830
406,magna,40.7091,-112.1016,35.0,26,2,2.68,US,1722820990
407,namibe,-15.1961,12.1522,15.56,89,0,1.55,AO,1722820991
408,corner brook,48.9667,-57.9484,23.09,98,100,1.97,CA,1722820992
409,labytnangi,66.6572,66.4183,9.35,61,100,9.14,RU,1722820664
410,chui,-33.6971,-53.4616,11.88,84,100,2.31,UY,1722820994
411,catalao,-18.1658,-47.9464,20.77,51,100,2.62,BR,1722820995
412,undurkhaan,47.3194,110.6556,21.26,56,6,2.0,MN,1722820996
413,hotan,37.0997,79.9269,27.61,34,100,2.57,CN,1722820998
414,narragansett,41.4501,-71.4495,22.79,76,100,4.46,US,1722820999
415,damnagar,21.7,71.5167,26.02,90,100,4.21,IN,1722821000
416,constantia,44.1833,28.65,19.38,72,5,4.22,RO,1722820778
417,mangrol,21.1167,70.1167,27.63,88,100,7.68,IN,1722821002
418,xam nua,20.4197,104.0439,21.5,96,100,0.21,LA,1722821003
419,naxos,37.1056,25.3764,28.5,63,6,1.34,GR,1722821004
420,ilhabela,-23.7781,-45.3581,21.42,81,85,2.18,BR,1722821005
421,senillosa,-39.0,-68.4167,9.88,36,92,3.02,AR,1722821006
422,kurgan,55.45,65.3333,14.12,95,6,2.62,RU,1722821008
423,akureyri,65.6835,-18.0878,11.96,71,100,3.6,IS,1722820640
424,sinor,21.9167,73.3333,26.01,94,100,4.36,IN,1722821010
425,aban,56.67,96.06,18.08,65,4,2.58,RU,1722821011
426,taulaga,-11.0553,-171.0883,27.09,81,100,5.6,AS,1722821012
427,sylva,58.0348,56.7635,14.65,98,100,1.64,RU,1722821013
428,bikenibeu village,1.3673,173.1241,30.98,66,20,3.6,KI,1722820819
429,bahia de caraquez,-0.6,-80.4167,24.1,86,59,4.57,EC,1722821017
430,kruisfontein,-34.0033,24.7314,8.82,67,5,6.58,ZA,1722820959
431,barabinsk,55.3571,78.357,15.95,90,100,2.84,RU,1722820592
432,borogontsy,62.6683,131.1683,20.01,39,100,4.85,RU,1722821020
433,itamaraca,-7.7478,-34.8256,24.03,85,68,5.88,BR,1722821021
434,mariupol,47.0667,37.5,21.24,80,12,1.18,UA,1722821022
435,kudahuvadhoo,2.6708,72.8944,28.33,72,100,6.47,MV,1722820955
436,arteche,12.2645,125.4048,28.87,73,87,2.56,PH,1722821024
437,miri,4.4148,114.0089,27.08,83,40,0.51,MY,1722821025
438,la passe,45.5549,-0.8967,19.13,91,0,2.84,FR,1722820601
439,gosaba,22.165,88.7998,28.02,87,100,2.53,IN,1722821028
440,bereeda,11.8704,51.0579,29.68,61,100,3.1,SO,1722821029
441,nadi,-17.8,177.4167,27.0,54,40,5.66,FJ,1722820806
442,dampit,-8.2116,112.7493,24.65,62,77,2.62,ID,1722821031
443,newport,51.5877,-2.9984,17.01,89,4,3.61,GB,1722820816
444,goz beida,13.95,20.55,21.8,94,100,3.94,TD,1722821034
445,codrington,-38.2667,141.9667,11.3,56,7,2.91,AU,1722820642
446,alotau,-10.3069,150.4462,24.37,90,100,3.03,PG,1722821017
447,luganville,-15.5333,167.1667,24.05,58,20,6.27,VU,1722821038
448,la palma,33.8464,-118.0467,37.15,43,0,6.17,US,1722821039
449,pariyapuram,10.9561,76.1916,23.16,98,100,0.35,IN,1722821040
450,santa terezinha,-29.9002,-50.0904,16.58,99,100,1.76,BR,1722821041
451,reggane,26.7158,0.1714,37.89,10,54,3.7,DZ,1722821042
452,ketchikan,55.3422,-131.6461,24.26,46,0,4.63,US,1722821043
453,saint-pierre,-21.3393,55.4781,18.82,55,20,4.12,RE,1722820761
454,noumea,-22.2763,166.4572,22.78,99,8,6.54,NC,1722821046
455,roma,43.2128,-75.4557,23.71,76,0,2.57,US,1722820847
456,old town,50.087,14.4202,17.7,95,0,3.6,CZ,1722821048
457,avallon,47.4833,3.9,15.73,90,100,1.03,FR,1722821049
458,xilin hot,43.9667,116.0333,23.44,45,0,3.4,CN,1722820633
459,twon-brass,4.3151,6.2418,24.92,80,93,4.61,NG,1722821052
460,kiri buru,22.0833,85.35,24.93,90,97,1.17,IN,1722821053
461,fort st. john,56.2499,-120.8529,13.94,82,75,4.12,CA,1722820888
462,rechka-vydrino,51.485,104.8461,16.4,88,100,0.86,RU,1722821056
463,borgarnes,64.5383,-21.9206,13.78,82,100,9.14,IS,1722820814
464,suwayr,30.1171,40.3893,25.52,23,0,3.74,SA,1722821059
465,broome,42.2506,-75.833,23.33,67,0,1.51,US,1722821060
466,piti village,13.4626,144.6933,31.03,77,0,5.14,GU,1722821061
467,timimoun,29.2639,0.231,34.21,10,0,4.63,DZ,1722821064
468,maputo,-25.9653,32.5892,20.82,73,20,7.2,MZ,1722821065
469,gadzhiyevo,69.2551,33.3362,7.19,88,3,0.83,RU,1722821066
470,sanctuary point,-35.1114,150.629,15.18,51,100,2.44,AU,1722821067
471,vikulovo,56.8167,70.6107,15.0,94,76,1.74,RU,1722821068
472,kelso,46.1468,-122.9084,31.44,56,0,3.6,US,1722820816
473,zhezqazghan,47.7833,67.7667,17.32,48,0,3.0,KZ,1722821070
474,camarinas,43.1311,-9.1817,19.54,93,4,2.6,ES,1722821071
475,lamar,33.6668,-95.5836,30.99,60,21,3.32,US,1722821072
476,amos,48.5669,-78.1162,13.68,65,8,2.22,CA,1722821074
477,lashio,22.9333,97.75,20.7,100,100,0.41,MM,1722821075
478,astrakhan,46.3497,48.0408,20.93,73,0,0.0,RU,1722820922
479,cuorgne,45.3895,7.6499,24.27,78,100,2.48,IT,1722821077
480,mejit,10.2753,170.8646,28.66,79,21,6.68,MH,1722820591
481,sittwe,20.15,92.9,26.82,85,99,3.03,MM,1722821079
482,boali,4.8005,18.1275,21.42,95,97,0.8,CF,1722821080
483,honggang,46.4667,124.8667,25.6,86,100,5.21,CN,1722821081
484,khilok,51.3674,110.4676,20.06,60,0,3.92,RU,1722821083
485,xining,36.6167,101.7667,17.13,63,3,1.0,CN,1722821084
486,taksimo,56.3444,114.8794,20.33,63,56,1.21,RU,1722821085
487,tirumullaivasal,11.2333,79.8333,25.6,87,100,3.63,IN,1722821086
488,tyuratam,45.6507,63.3156,25.71,33,100,0.21,KZ,1722821087
489,pacific grove,36.6177,-121.9166,24.56,89,100,5.14,US,1722820593
490,qarqaraly,49.4058,75.4742,18.12,56,31,1.93,KZ,1722821089
491,rikaze,29.25,88.8833,14.02,59,100,0.2,CN,1722820552
492,isangel,-19.55,169.2667,25.06,50,75,2.57,VU,1722820772
493,poshekhon'ye,58.4993,39.1353,12.96,96,17,1.82,RU,1722821093
494,mahina,-17.5065,-149.489,27.87,57,20,1.54,PF,1722821094
495,cherdyn',60.403,56.4787,13.35,99,94,1.24,RU,1722821095
496,olyokminsk,60.3736,120.4264,14.81,97,100,2.68,RU,1722821096
497,argo,37.6333,22.7333,26.55,54,0,1.13,GR,1722820542
498,samokov,42.3333,23.55,13.03,59,100,2.09,BG,1722821098
499,navapolatsk,55.5363,28.6424,15.77,79,85,1.86,BY,1722821099
500,palangkaraya,-2.2,113.8333,26.56,69,89,2.21,ID,1722821100
501,san-pedro,4.7485,-6.6363,24.06,84,100,2.37,CI,1722821102
502,kikwit,-5.041,18.8162,25.06,37,100,1.09,CD,1722821103
503,pervomayskoye,43.919,46.7102,22.53,75,0,3.28,RU,1722821104
504,usinsk,65.9939,57.5281,12.44,80,100,9.7,RU,1722821105
505,nicoya,10.1483,-85.452,24.13,96,100,1.03,CR,1722821107
506,villa gesell,-37.2639,-56.973,9.47,69,13,4.38,AR,1722820942
507,azemmour,33.2895,-8.3425,20.82,91,0,1.85,MA,1722821110
508,puerto deseado,-47.7503,-65.8938,5.0,95,95,4.79,AR,1722821111
509,shixing,24.9482,114.0657,32.02,70,9,1.14,CN,1722821112
510,boca suno,-0.7167,-77.1333,21.98,98,78,1.36,EC,1722821113
511,bitburg,49.9667,6.5333,16.37,84,40,1.54,DE,1722821114
512,susuman,62.7833,148.1667,17.33,38,4,2.55,RU,1722821052
513,cambria,35.5641,-121.0808,35.41,70,30,3.76,US,1722821116
514,kunashak,55.7032,61.5498,16.29,99,100,2.88,RU,1722821117
515,malmberget,67.1753,20.6549,10.31,93,12,0.0,SE,1722821119
516,dubbo,-32.25,148.6167,12.07,71,100,2.57,AU,1722821120
517,cape coast,5.1053,-1.2466,23.81,84,100,2.95,GH,1722820596
518,lionel town,17.8101,-77.2406,30.94,85,3,3.85,JM,1722821122
519,peniche,39.3558,-9.3811,20.06,91,2,6.9,PT,1722821123
520,siracusa,37.0881,15.2792,25.65,80,0,1.98,IT,1722821124
521,ust'-dzheguta,44.0834,41.9763,17.8,72,0,2.47,RU,1722821125
522,isla vista,34.4133,-119.861,33.21,42,98,3.0,US,1722821126
523,acacoyagua,15.35,-92.65,25.31,90,100,1.75,MX,1722821127
524,datong,40.0936,113.2914,22.36,55,0,0.25,CN,1722821129
525,masterton,-40.9597,175.6575,12.16,69,100,1.75,NZ,1722821130
526,beitbridge,-22.2167,30.0,18.21,20,0,1.76,ZW,1722821131
527,vila franca do campo,37.7167,-25.4333,23.23,90,2,1.69,PT,1722820826
528,novaya ladoga,60.1025,32.3019,14.39,93,90,1.5,RU,1722821133
529,urumqi,43.801,87.6005,29.53,29,0,3.0,CN,1722821134
530,vila velha,-20.3297,-40.2925,21.08,97,75,1.54,BR,1722820721
531,mogocha,53.7333,119.7667,16.66,97,100,1.44,RU,1722821136
532,jonuta,18.0833,-92.1333,26.53,83,100,2.97,MX,1722821137
533,lom sak,16.7798,101.2422,25.94,100,40,1.03,TH,1722821139
534,whakatane,-37.9585,176.9854,16.6,70,78,0.45,NZ,1722821140
535,escalante,10.8167,123.5,28.46,70,100,0.72,PH,1722821141
536,petukhovo,55.0692,67.9019,13.9,95,7,3.37,RU,1722821142
537,forest,37.3638,-79.2897,26.14,86,0,0.0,US,1722821023
538,monopoli,40.9559,17.2896,25.04,72,5,5.48,IT,1722821144
539,zelenoborskiy,66.845,32.3622,10.1,82,48,2.37,RU,1722821145
540,nyandoma,61.669,40.1991,14.08,92,100,1.94,RU,1722821146
541,sidney,-33.8679,151.2073,14.1,75,100,1.54,AU,1722820990
542,sibiti,-3.6819,13.3499,18.87,79,44,1.81,CG,1722821149
543,north battleford,52.7834,-108.2847,22.05,56,20,5.66,CA,1722821150
544,praya,14.9215,-23.5087,27.3,78,20,0.51,CV,1722821151
545,tsiombe,-25.3,45.4833,15.55,93,1,1.48,MG,1722820827
546,luanda,-8.8368,13.2343,20.29,82,100,2.24,AO,1722821153
547,tocopilla,-22.092,-70.1979,16.62,75,35,2.54,CL,1722821154
548,malanje,-9.5402,16.341,17.38,73,72,1.73,AO,1722821155
549,tselinnoye,53.0833,85.6667,18.14,79,100,1.92,RU,1722821156
550,dresden,51.0509,13.7383,16.82,89,20,2.06,DE,1722820645
551,bani suwayf,29.0744,31.0979,27.43,47,7,2.73,EG,1722821159
552,tyukhtet,56.5389,89.3011,17.63,94,100,2.43,RU,1722821160
553,nelson bay,-32.7167,152.15,16.17,76,100,0.89,AU,1722821161
554,san andres ixtlan,19.8167,-103.4667,20.05,89,95,1.53,MX,1722821162
555,kill devil hills,36.0307,-75.676,26.66,88,0,6.17,US,1722821163
556,chiredzi,-21.05,31.6667,16.42,18,0,1.85,ZW,1722821164
557,boca chica,18.4537,-69.6111,27.48,94,75,3.09,DO,1722820948
558,taoudenni,22.6783,-3.9836,37.08,18,0,8.19,ML,1722820873
559,sur,22.5667,59.5289,28.92,73,100,3.45,OM,1722821169
560,champerico,14.3,-91.9167,27.85,71,100,0.97,GT,1722821170
561,guerrero negro,27.9769,-114.0611,23.23,72,17,6.44,MX,1722820651
562,la sarre,48.8002,-79.1996,15.32,56,37,3.2,CA,1722820758
563,rio preto da eva,-2.6994,-59.6997,25.94,49,57,1.05,BR,1722821173
564,sabya,17.1495,42.6254,26.79,73,100,3.13,SA,1722821174
565,island harbour,50.724,-1.2758,16.63,75,23,0.89,GB,1722821175
566,san juan de miraflores,-12.1629,-76.9635,16.76,85,71,5.69,PE,1722821177
567,ratnagiri,16.9833,73.3,25.95,90,100,4.48,IN,1722821178
568,altamont,42.2068,-121.7372,33.55,22,0,4.63,US,1722821179
569,hovd,48.0056,91.6419,22.14,35,0,0.41,MN,1722821180
570,gordonvale,-17.0936,145.7842,23.88,86,82,2.45,AU,1722821181
571,margate,51.3813,1.3862,15.17,84,46,4.9,GB,1722820956
572,saint-francois,46.4154,3.9054,14.8,95,0,1.03,FR,1722821117
573,dyurtyuli,55.4911,54.8688,16.8,88,100,4.46,RU,1722821184
574,bogorodsk,56.1033,43.5158,13.64,93,3,2.15,RU,1722821180
575,lesogorsk,56.0458,99.5136,18.38,68,0,0.45,RU,1722821188
576,nikolayevsk-on-amure,53.1406,140.73,18.7,52,100,2.08,RU,1722821189
577,dadukou,26.5479,101.7054,23.36,87,87,0.68,CN,1722821190
578,bar-sur-aube,48.25,4.5833,14.35,89,100,1.3,FR,1722821191
579,lensk,60.7253,114.9278,19.9,71,99,3.6,RU,1722821192
580,segbwema,7.9967,-10.9496,22.31,99,100,0.95,SL,1722821193
581,christchurch,-43.5333,172.6333,14.15,62,7,1.54,NZ,1722821161
582,el aioun,34.5832,-2.5061,25.7,55,43,0.61,MA,1722821195
583,presque isle,46.6811,-68.0159,22.32,78,100,2.48,US,1722821197
584,ulaangom,49.9811,92.0667,19.42,57,0,1.48,MN,1722820942
585,montepuez,-13.1256,38.9997,15.44,96,21,1.26,MZ,1722821200
586,muroto-misakicho,33.2833,134.15,29.05,79,3,1.33,JP,1722821201
587,cervantes,-39.05,-67.3833,9.88,37,100,2.0,AR,1722821154
588,lubao,14.9167,120.55,29.84,74,100,2.52,PH,1722821203
589,semera,11.501,41.201,29.08,55,100,3.24,ET,1722821160
